raw_text,normalized_text,intent,drug_entities
طريقة استخدام فلاجيل ايه؟,طريقة استخدام Flagyl ما هي؟,dosage,Flagyl
اخد بروفين كام مرة في اليوم؟,أتناول Brufen ما مرة في اليوم؟,dosage,Brufen
جرعة اسبرين للاطفال كام؟,جرعة Aspirin للاطفال ما؟,dosage,Aspirin
اوجمنتين بيعمل نعاس؟,Augmentin يسبب نعاس؟,side_effects,Augmentin
في تفاعل بين زيرتك و اسبرين؟,في تفاعل بين Zyrtec و Aspirin؟,interaction,Zyrtec|Aspirin
ايه اعراض كتافلام الجانبية؟,ما هي اعراض Cataflam الجانبية؟,side_effects,Cataflam
هل كتافلام يسبب صداع؟,هل Cataflam يسبب صداع؟,side_effects,Cataflam
جرعة كتافلام للاطفال كام؟,جرعة Cataflam للاطفال ما؟,dosage,Cataflam
هل الجمع بين باراسيتامول و فلاجيل خطر؟,هل الجمع بين Paracetamol و Flagyl خطر؟,interaction,Paracetamol|Flagyl
هل الجمع بين كتافلام و باراسيتامول خطر؟,هل الجمع بين Cataflam و Paracetamol خطر؟,interaction,Cataflam|Paracetamol
ايه اعراض اسبرين الجانبية؟,ما هي اعراض Aspirin الجانبية؟,side_effects,Aspirin
اسبرين بيعمل نعاس؟,Aspirin يسبب نعاس؟,side_effects,Aspirin
ايه اعراض باراسيتامول الجانبية؟,ما هي اعراض Paracetamol الجانبية؟,side_effects,Paracetamol
بنادول ممكن يسبب دوخة؟,Panadol ممكن يسبب دوخة؟,side_effects,Panadol
بعد ما اخدت بروفين حسيت بتعب,بعد ما أتناولت Brufen حسيت بتعب,side_effects,Brufen
هل كونجستال خطر لمرضى الضغط؟,هل Congestal خطر لمرضى الضغط؟,contraindication,Congestal
جرعة كونجستال للاطفال كام؟,جرعة Congestal للاطفال ما؟,dosage,Congestal
هل فلاجيل خطر على الكلى؟,هل Flagyl خطر على الكلى؟,contraindication,Flagyl
اموكسيسيلين بيعمل نعاس؟,Amoxicillin يسبب نعاس؟,side_effects,Amoxicillin
ينفع اخد جرعة من باراسيتامول؟,هل يمكن أتناول جرعة من Paracetamol؟,dosage,Paracetamol
كونجستال بيعمل نعاس؟,Congestal يسبب نعاس؟,side_effects,Congestal
هل باراسيتامول يتاخد مع كونجستال؟,هل Paracetamol يتم تناوله مع Congestal؟,interaction,Paracetamol|Congestal
هل كتافلام يتاخد مع اسبرين؟,هل Cataflam يتم تناوله مع Aspirin؟,interaction,Cataflam|Aspirin
اقدر اخد كتافلام و كونجستال مع بعض؟,اقدر أتناول Cataflam و Congestal مع بعض؟,interaction,Cataflam|Congestal
ينفع اخد جرعة من اوجمنتين؟,هل يمكن أتناول جرعة من Augmentin؟,dosage,Augmentin
هل زيرتك خطر على الكلى؟,هل Zyrtec خطر على الكلى؟,contraindication,Zyrtec
اقدر اخد بروفين و زيرتك مع بعض؟,اقدر أتناول Brufen و Zyrtec مع بعض؟,interaction,Brufen|Zyrtec
جرعة اموكسيسيلين للاطفال كام؟,جرعة Amoxicillin للاطفال ما؟,dosage,Amoxicillin
هل زيرتك يسبب صداع؟,هل Zyrtec يسبب صداع؟,side_effects,Zyrtec
في تفاعل بين اموكسيسيلين و بروفين؟,في تفاعل بين Amoxicillin و Brufen؟,interaction,Amoxicillin|Brufen
هل فلاجيل خطر لمرضى الضغط؟,هل Flagyl خطر لمرضى الضغط؟,contraindication,Flagyl
في تفاعل بين اموكسيسيلين و اوجمنتين؟,في تفاعل بين Amoxicillin و Augmentin؟,interaction,Amoxicillin|Augmentin
ايه اعراض كونجستال الجانبية؟,ما هي اعراض Congestal الجانبية؟,side_effects,Congestal
جرعة كونجستال للاطفال كام؟,جرعة Congestal للاطفال ما؟,dosage,Congestal
مين ممنوع ياخد كتافلام؟,مين ممنوع يأتناول Cataflam؟,contraindication,Cataflam
طريقة استخدام فلاجيل ايه؟,طريقة استخدام Flagyl ما هي؟,dosage,Flagyl
في تفاعل بين زيرتك و فلاجيل؟,في تفاعل بين Zyrtec و Flagyl؟,interaction,Zyrtec|Flagyl
ينفع اخد جرعة من اسبرين؟,هل يمكن أتناول جرعة من Aspirin؟,dosage,Aspirin
ايه اعراض بروفين الجانبية؟,ما هي اعراض Brufen الجانبية؟,side_effects,Brufen
جرعة اسبرين للاطفال كام؟,جرعة Aspirin للاطفال ما؟,dosage,Aspirin
ينفع اخد كتافلام مع باراسيتامول؟,هل يمكن أتناول Cataflam مع Paracetamol؟,interaction,Cataflam|Paracetamol
هل الجمع بين زيرتك و باراسيتامول خطر؟,هل الجمع بين Zyrtec و Paracetamol خطر؟,interaction,Zyrtec|Paracetamol
ينفع اخد جرعة من كتافلام؟,هل يمكن أتناول جرعة من Cataflam؟,dosage,Cataflam
طريقة استخدام كتافلام ايه؟,طريقة استخدام Cataflam ما هي؟,dosage,Cataflam
ينفع اخد جرعة من زيرتك؟,هل يمكن أتناول جرعة من Zyrtec؟,dosage,Zyrtec
في تفاعل بين بروفين و كونجستال؟,في تفاعل بين Brufen و Congestal؟,interaction,Brufen|Congestal
جرعة زيرتك للاطفال كام؟,جرعة Zyrtec للاطفال ما؟,dosage,Zyrtec
ينفع اخد جرعة من باراسيتامول؟,هل يمكن أتناول جرعة من Paracetamol؟,dosage,Paracetamol
كتافلام ممكن يسبب دوخة؟,Cataflam ممكن يسبب دوخة؟,side_effects,Cataflam
جرعة بروفين للاطفال كام؟,جرعة Brufen للاطفال ما؟,dosage,Brufen
هل الجمع بين زيرتك و كتافلام خطر؟,هل الجمع بين Zyrtec و Cataflam خطر؟,interaction,Zyrtec|Cataflam
كتافلام ممكن يسبب دوخة؟,Cataflam ممكن يسبب دوخة؟,side_effects,Cataflam
هل كونجستال مناسب لمرضى السكر؟,هل Congestal مناسب لمرضى السكر؟,contraindication,Congestal
ينفع الحامل تاخد كتافلام؟,هل يمكن الحامل تأتناول Cataflam؟,contraindication,Cataflam
ينفع اخد جرعة من اسبرين؟,هل يمكن أتناول جرعة من Aspirin؟,dosage,Aspirin
الجرعة كام ل بنادول؟,الجرعة ما ل Panadol؟,dosage,Panadol
ينفع اخد جرعة من كونجستال؟,هل يمكن أتناول جرعة من Congestal؟,dosage,Congestal
في تفاعل بين كتافلام و اوجمنتين؟,في تفاعل بين Cataflam و Augmentin؟,interaction,Cataflam|Augmentin
هل الجمع بين كتافلام و كونجستال خطر؟,هل الجمع بين Cataflam و Congestal خطر؟,interaction,Cataflam|Congestal
هل الجمع بين كتافلام و زيرتك خطر؟,هل الجمع بين Cataflam و Zyrtec خطر؟,interaction,Cataflam|Zyrtec
في تفاعل بين اموكسيسيلين و اوجمنتين؟,في تفاعل بين Amoxicillin و Augmentin؟,interaction,Amoxicillin|Augmentin
زيرتك بيعمل نعاس؟,Zyrtec يسبب نعاس؟,side_effects,Zyrtec
مين ممنوع ياخد كتافلام؟,مين ممنوع يأتناول Cataflam؟,contraindication,Cataflam
اخد كونجستال كام مرة في اليوم؟,أتناول Congestal ما مرة في اليوم؟,dosage,Congestal
اقدر اخد بنادول و اموكسيسيلين مع بعض؟,اقدر أتناول Panadol و Amoxicillin مع بعض؟,interaction,Panadol|Amoxicillin
هل كونجستال خطر لمرضى الضغط؟,هل Congestal خطر لمرضى الضغط؟,contraindication,Congestal
اقدر اخد زيرتك و بنادول مع بعض؟,اقدر أتناول Zyrtec و Panadol مع بعض؟,interaction,Zyrtec|Panadol
بروفين ممكن يسبب دوخة؟,Brufen ممكن يسبب دوخة؟,side_effects,Brufen
ايه اعراض اموكسيسيلين الجانبية؟,ما هي اعراض Amoxicillin الجانبية؟,side_effects,Amoxicillin
هل باراسيتامول مناسب لمرضى السكر؟,هل Paracetamol مناسب لمرضى السكر؟,contraindication,Paracetamol
هل اسبرين يسبب صداع؟,هل Aspirin يسبب صداع؟,side_effects,Aspirin
في تفاعل بين فلاجيل و اموكسيسيلين؟,في تفاعل بين Flagyl و Amoxicillin؟,interaction,Flagyl|Amoxicillin
ينفع اخد فلاجيل مع كونجستال؟,هل يمكن أتناول Flagyl مع Congestal؟,interaction,Flagyl|Congestal
اقدر اخد بروفين و بنادول مع بعض؟,اقدر أتناول Brufen و Panadol مع بعض؟,interaction,Brufen|Panadol
ينفع الحامل تاخد كونجستال؟,هل يمكن الحامل تأتناول Congestal؟,contraindication,Congestal
هل كونجستال مناسب لمرضى السكر؟,هل Congestal مناسب لمرضى السكر؟,contraindication,Congestal
هل زيرتك يسبب صداع؟,هل Zyrtec يسبب صداع؟,side_effects,Zyrtec
جرعة زيرتك للاطفال كام؟,جرعة Zyrtec للاطفال ما؟,dosage,Zyrtec
هل اموكسيسيلين يتاخد مع كونجستال؟,هل Amoxicillin يتم تناوله مع Congestal؟,interaction,Amoxicillin|Congestal
هل زيرتك يسبب صداع؟,هل Zyrtec يسبب صداع؟,side_effects,Zyrtec
مين ممنوع ياخد كتافلام؟,مين ممنوع يأتناول Cataflam؟,contraindication,Cataflam
اخد اموكسيسيلين كام مرة في اليوم؟,أتناول Amoxicillin ما مرة في اليوم؟,dosage,Amoxicillin
زيرتك ممكن يسبب دوخة؟,Zyrtec ممكن يسبب دوخة؟,side_effects,Zyrtec
هل زيرتك مناسب لمرضى السكر؟,هل Zyrtec مناسب لمرضى السكر؟,contraindication,Zyrtec
هل فلاجيل خطر على الكلى؟,هل Flagyl خطر على الكلى؟,contraindication,Flagyl
اقدر اخد باراسيتامول و فلاجيل مع بعض؟,اقدر أتناول Paracetamol و Flagyl مع بعض؟,interaction,Paracetamol|Flagyl
هل اموكسيسيلين خطر لمرضى الضغط؟,هل Amoxicillin خطر لمرضى الضغط؟,contraindication,Amoxicillin
هل اموكسيسيلين خطر لمرضى الضغط؟,هل Amoxicillin خطر لمرضى الضغط؟,contraindication,Amoxicillin
طريقة استخدام باراسيتامول ايه؟,طريقة استخدام Paracetamol ما هي؟,dosage,Paracetamol
هل كونجستال يتاخد مع بنادول؟,هل Congestal يتم تناوله مع Panadol؟,interaction,Congestal|Panadol
ينفع الحامل تاخد بروفين؟,هل يمكن الحامل تأتناول Brufen؟,contraindication,Brufen
اخد فلاجيل كام مرة في اليوم؟,أتناول Flagyl ما مرة في اليوم؟,dosage,Flagyl
اقدر اخد زيرتك و اموكسيسيلين مع بعض؟,اقدر أتناول Zyrtec و Amoxicillin مع بعض؟,interaction,Zyrtec|Amoxicillin
ايه اعراض اموكسيسيلين الجانبية؟,ما هي اعراض Amoxicillin الجانبية؟,side_effects,Amoxicillin
مين ممنوع ياخد كونجستال؟,مين ممنوع يأتناول Congestal؟,contraindication,Congestal
اقدر اخد اسبرين و بنادول مع بعض؟,اقدر أتناول Aspirin و Panadol مع بعض؟,interaction,Aspirin|Panadol
ايه اعراض اموكسيسيلين الجانبية؟,ما هي اعراض Amoxicillin الجانبية؟,side_effects,Amoxicillin
هل الجمع بين اموكسيسيلين و اسبرين خطر؟,هل الجمع بين Amoxicillin و Aspirin خطر؟,interaction,Amoxicillin|Aspirin
ينفع اخد فلاجيل مع زيرتك؟,هل يمكن أتناول Flagyl مع Zyrtec؟,interaction,Flagyl|Zyrtec
فلاجيل ممكن يسبب دوخة؟,Flagyl ممكن يسبب دوخة؟,side_effects,Flagyl
هل الجمع بين فلاجيل و بنادول خطر؟,هل الجمع بين Flagyl و Panadol خطر؟,interaction,Flagyl|Panadol
هل كونجستال مناسب لمرضى السكر؟,هل Congestal مناسب لمرضى السكر؟,contraindication,Congestal
جرعة زيرتك للاطفال كام؟,جرعة Zyrtec للاطفال ما؟,dosage,Zyrtec
هل كتافلام مناسب لمرضى السكر؟,هل Cataflam مناسب لمرضى السكر؟,contraindication,Cataflam
هل كونجستال يتاخد مع اوجمنتين؟,هل Congestal يتم تناوله مع Augmentin؟,interaction,Congestal|Augmentin
مين ممنوع ياخد اسبرين؟,مين ممنوع يأتناول Aspirin؟,contraindication,Aspirin
طريقة استخدام كتافلام ايه؟,طريقة استخدام Cataflam ما هي؟,dosage,Cataflam
هل بروفين خطر على الكلى؟,هل Brufen خطر على الكلى؟,contraindication,Brufen
اقدر اخد بنادول و اوجمنتين مع بعض؟,اقدر أتناول Panadol و Augmentin مع بعض؟,interaction,Panadol|Augmentin
بعد ما اخدت بروفين حسيت بتعب,بعد ما أتناولت Brufen حسيت بتعب,side_effects,Brufen
هل فلاجيل خطر على الكلى؟,هل Flagyl خطر على الكلى؟,contraindication,Flagyl
مين ممنوع ياخد اسبرين؟,مين ممنوع يأتناول Aspirin؟,contraindication,Aspirin
اقدر اخد فلاجيل و بروفين مع بعض؟,اقدر أتناول Flagyl و Brufen مع بعض؟,interaction,Flagyl|Brufen
هل اموكسيسيلين مناسب لمرضى السكر؟,هل Amoxicillin مناسب لمرضى السكر؟,contraindication,Amoxicillin
هل الجمع بين بروفين و فلاجيل خطر؟,هل الجمع بين Brufen و Flagyl خطر؟,interaction,Brufen|Flagyl
في تفاعل بين فلاجيل و كتافلام؟,في تفاعل بين Flagyl و Cataflam؟,interaction,Flagyl|Cataflam
مين ممنوع ياخد بروفين؟,مين ممنوع يأتناول Brufen؟,contraindication,Brufen
