raw_text,normalized_text,intent,drug_entities
انا باخد باراسيتامول ينفع اضيف عليه بنادوول؟ محتاج أعرف,انا أتناول Paracetamol هل يمكن اضيف عليه Panadol؟ محتاج أعرف,interaction,Paracetamol|Panadol
ممكن اعرف جرعة فلاجيل عايز رد سريع,ممكن اعرف جرعة Flagyl عايز رد سريع,dosage,Flagyl
هل Amoxicillin يقلل مفعول Aspirin؟ يا دكتور,هل Amoxicillin يقلل مفعول Aspirin؟ يا دكتور,interaction,Amoxicillin|Aspirin
كم قرص من باراسيتامول في اليوم؟ بعد إذنك,كم قرص من Paracetamol في اليوم؟ بعد إذنك,dosage,Paracetamol
اخدت Cataflam ينفع بعدها Panadol؟ ممكن تساعدني,تناولت Cataflam هل يمكن بعدها Panadol؟ ممكن تساعدني,interaction,Cataflam|Panadol
هل الاسبرين و Paracetamol ينفعوا مع بعض؟,هل الAspirin و Paracetamol هل يمكنوا مع بعض؟,interaction,Aspirin|Paracetamol
هل بروفين ممكن يسبب حساسية في الجلد؟ أنا قلقان,هل Brufen ممكن يسبب حساسية في الجلد؟ أنا قلقان,side_effects,Brufen
هل Panadol يقلل مفعول اوجمنتين؟ محتاج أعرف,هل Panadol يقلل مفعول Augmentin؟ محتاج أعرف,interaction,Panadol|Augmentin
هل Congestal ينفع لمريض سكر وضغط؟ عشان تعبان,هل Congestal هل يمكن لمريض سكر وضغط؟ عشان تعبان,contraindication,Congestal
جرعة كونجستال للبالغين كام؟ محتاج أعرف,جرعة Congestal للبالغين ما؟ محتاج أعرف,dosage,Congestal
هل اقدر اخلط Flagyl مع كونجستال؟ عشان تعبان,هل اقدر اخلط Flagyl مع Congestal؟ عشان تعبان,interaction,Flagyl|Congestal
لو خدت كونجستول و بنادول في نفس اليوم عادي؟ بجد,لو خدت Congestal و Panadol في نفس اليوم عادي؟ بجد,interaction,Congestal|Panadol
استعمال زيرتك كام مرة يوميا؟ رد بسرعة,استعمال Zyrtec ما مرة يوميا؟ رد بسرعة,dosage,Zyrtec
لو خدت بنادوول وبعده باراسيتامول يحصل مشكلة؟ بجد,لو خدت Panadol وبعده Paracetamol يحصل مشكلة؟ بجد,interaction,Panadol|Paracetamol
هل زيرتك ممنوع مع الرضاعة؟ ضروري جدًا,هل Zyrtec ممنوع مع الرضاعة؟ ضروري جدًا,contraindication,Zyrtec
هل كبار السن ينفع ياخدوا Aspirin؟ ضروري جدًا,هل كبار السن هل يمكن يأتناولوا Aspirin؟ ضروري جدًا,contraindication,Aspirin
اخدت بروفين وطلعلي طفح جلدي أنا قلقان,تناولت Brufen وطلعلي طفح جلدي أنا قلقان,side_effects,Brufen
اخد Aspirin كام مرة في اليوم؟ رد بسرعة,أتناول Aspirin ما مرة في اليوم؟ رد بسرعة,dosage,Aspirin
ايه اعراض Brufen الجانبية؟ ممكن تساعدني,ما هي اعراض Brufen الجانبية؟ ممكن تساعدني,side_effects,Brufen
بعد ما اخدت Amoxicillin حسيت بدوخة بعد إذنك,بعد ما تناولت Amoxicillin حسيت بدوخة بعد إذنك,side_effects,Amoxicillin
ينفع اخد فلاجيل قبل الاكل ولا بعده؟ لو سمحت,هل يمكن أتناول Flagyl قبل الاكل ولا بعده؟ لو سمحت,dosage,Flagyl
هل اسبرين مناسب للأطفال؟ بعد إذنك,هل Aspirin مناسب للأطفال؟ بعد إذنك,contraindication,Aspirin
هل اقدر اخلط Zyrtec مع Flagyl؟ ضروري,هل اقدر اخلط Zyrtec مع Flagyl؟ ضروري,interaction,Zyrtec|Flagyl
هل Cataflam آمن للحامل؟ ممكن تساعدني,هل Cataflam آمن للحامل؟ ممكن تساعدني,contraindication,Cataflam
جرعة Amoxicillin المناسبة ايه؟ من فضلك,جرعة Amoxicillin المناسبة ما هي؟ من فضلك,dosage,Amoxicillin
بعد اموكسيسيلين حسيت بغثيان بعد إذنك,بعد Amoxicillin حسيت بغثيان بعد إذنك,side_effects,Amoxicillin
هل البروفين خطر على القلب؟ يا دكتور,هل الBrufen خطر على القلب؟ يا دكتور,contraindication,Brufen
هل بنادوول ممنوع مع الرضاعة؟ لو سمحت,هل Panadol ممنوع مع الرضاعة؟ لو سمحت,contraindication,Panadol
كم قرص من كونجستول في اليوم؟,كم قرص من Congestal في اليوم؟,dosage,Congestal
هل Cataflam يقلل مفعول بنادوول؟ ضروري جدًا,هل Cataflam يقلل مفعول Panadol؟ ضروري جدًا,interaction,Cataflam|Panadol
هل الجمع بين Cataflam و كونجستول خطر؟ بجد,هل الجمع بين Cataflam و Congestal خطر؟ بجد,interaction,Cataflam|Congestal
مين ممنوع ياخد Panadol؟ ممكن تساعدني,مين ممنوع يأتناول Panadol؟ ممكن تساعدني,contraindication,Panadol
Panadol ممكن يعمل تعب في المعدة؟ عشان تعبان,Panadol ممكن يعمل تعب في المعدة؟ عشان تعبان,side_effects,Panadol
هل الجمع بين زيرتك و اسبرين خطر؟ لو سمحت,هل الجمع بين Zyrtec و Aspirin خطر؟ لو سمحت,interaction,Zyrtec|Aspirin
هل في تعارض بين Cataflam و بنادوول؟ يا دكتور,هل في تعارض بين Cataflam و Panadol؟ يا دكتور,interaction,Cataflam|Panadol
الجرعة كام ل Congestal؟ ممكن تساعدني,الجرعة ما ل Congestal؟ ممكن تساعدني,dosage,Congestal
هل كتافلام بيتاخد كل كام ساعة؟,هل Cataflam بيتم تناوله كل ما ساعة؟,dosage,Cataflam
الجرعة كام ل Zyrtec؟ بعد إذنك,الجرعة ما ل Zyrtec؟ بعد إذنك,dosage,Zyrtec
هل الجمع بين Amoxicillin و Aspirin خطر؟ ضروري جدًا,هل الجمع بين Amoxicillin و Aspirin خطر؟ ضروري جدًا,interaction,Amoxicillin|Aspirin
هل اخد بنادول الصبح ولا بالليل؟ ضروري جدًا,هل أتناول Panadol الصبح ولا بالليل؟ ضروري جدًا,dosage,Panadol
هل Flagyl ممنوع مع الرضاعة؟ ضروري جدًا,هل Flagyl ممنوع مع الرضاعة؟ ضروري جدًا,contraindication,Flagyl
هل البروفين و Congestal ينفعوا مع بعض؟ ممكن تساعدني,هل الBrufen و Congestal هل يمكنوا مع بعض؟ ممكن تساعدني,interaction,Brufen|Congestal
هل Aspirin يسبب حساسية؟ ممكن تساعدني,هل Aspirin يسبب حساسية؟ ممكن تساعدني,side_effects,Aspirin
مين ممنوع ياخد بنادوول؟ أنا قلقان,مين ممنوع يأتناول Panadol؟ أنا قلقان,contraindication,Panadol
هل Amoxicillin يتعارض مع كونجستال؟ محتاج أعرف,هل Amoxicillin يتعارض مع Congestal؟ محتاج أعرف,interaction,Amoxicillin|Congestal
هل Congestal بيتاخد كل كام ساعة؟ عشان تعبان,هل Congestal بيتم تناوله كل ما ساعة؟ عشان تعبان,dosage,Congestal
هل Panadol ممنوع لمرضى القلب؟ ضروري,هل Panadol ممنوع لمرضى القلب؟ ضروري,contraindication,Panadol
هل كتافلام ممنوع لمرضى القلب؟ من فضلك,هل Cataflam ممنوع لمرضى القلب؟ من فضلك,contraindication,Cataflam
انا باخد بنادوول هل Paracetamol هيأثر عليه؟ لو سمحت,انا أتناول Panadol هل Paracetamol هيأثر عليه؟ لو سمحت,interaction,Panadol|Paracetamol
لو خدت اموكسيسيلين و البروفين في نفس اليوم عادي؟ رد بسرعة,لو خدت Amoxicillin و الBrufen في نفس اليوم عادي؟ رد بسرعة,interaction,Amoxicillin|Brufen
هل كتافلام بيأثر على النوم؟ لو تكرمت,هل Cataflam بيأثر على النوم؟ لو تكرمت,side_effects,Cataflam
ينفع اخد بنادوول مع Paracetamol؟ لو سمحت,هل يمكن أتناول Panadol مع Paracetamol؟ لو سمحت,interaction,Panadol|Paracetamol
ينفع اخد اموكسيسيلين مع بروفين؟ أنا قلقان,هل يمكن أتناول Amoxicillin مع Brufen؟ أنا قلقان,interaction,Amoxicillin|Brufen
في تفاعل بين Panadol و كتافلام؟ يا دكتور,في تفاعل بين Panadol و Cataflam؟ يا دكتور,interaction,Panadol|Cataflam
هل Aspirin يتاخد مع علاج تاني زي Paracetamol؟ عايز رد سريع,هل Aspirin يتم تناوله مع علاج تاني زي Paracetamol؟ عايز رد سريع,interaction,Aspirin|Paracetamol
هل Panadol يوجع المعدة؟ عشان تعبان,هل Panadol يوجع المعدة؟ عشان تعبان,side_effects,Panadol
انا اخدت اسبرين وحاسس بخمول لو سمحت,انا تناولت Aspirin وحاسس بخمول لو سمحت,side_effects,Aspirin
انا باخد Zyrtec ينفع اضيف عليه Brufen؟ بعد إذنك,انا أتناول Zyrtec هل يمكن اضيف عليه Brufen؟ بعد إذنك,interaction,Zyrtec|Brufen
في اعراض خطيرة من زيرتك؟ محتاج أعرف,في اعراض خطيرة من Zyrtec؟ محتاج أعرف,side_effects,Zyrtec
بعد Flagyl حسيت بغثيان أنا قلقان,بعد Flagyl حسيت بغثيان أنا قلقان,side_effects,Flagyl
ايه اعراض Aspirin الجانبية؟ ممكن تساعدني,ما هي اعراض Aspirin الجانبية؟ ممكن تساعدني,side_effects,Aspirin
اخدت Augmentin وحاسس بتعب ضروري,تناولت Augmentin وحاسس بتعب ضروري,side_effects,Augmentin
هل اوجمنتين خطر على القلب؟ بجد,هل Augmentin خطر على القلب؟ بجد,contraindication,Augmentin
هل Zyrtec آمن للحامل؟ أنا قلقان,هل Zyrtec آمن للحامل؟ أنا قلقان,contraindication,Zyrtec
هل Panadol خطر لمرضى الضغط؟ من فضلك,هل Panadol خطر لمرضى الضغط؟ من فضلك,contraindication,Panadol
هل كونجستول خطر على القلب؟ أنا قلقان,هل Congestal خطر على القلب؟ أنا قلقان,contraindication,Congestal
ازاي استخدم Congestal بعد إذنك,ازاي استخدم Congestal بعد إذنك,dosage,Congestal
جرعة اموكسيسيلين المناسبة ايه؟ محتاج أعرف,جرعة Amoxicillin المناسبة ما هي؟ محتاج أعرف,dosage,Amoxicillin
هل استخدام اسبرين مع Cataflam آمن؟ رد بسرعة,هل استخدام Aspirin مع Cataflam آمن؟ رد بسرعة,interaction,Aspirin|Cataflam
لو نسيت جرعة بنادوول اعمل ايه؟ بجد,لو نسيت جرعة Panadol اعمل ما هي؟ بجد,dosage,Panadol
هل اقدر اخلط اسبرين مع Brufen؟ محتاج أعرف,هل اقدر اخلط Aspirin مع Brufen؟ محتاج أعرف,interaction,Aspirin|Brufen
ينفع اخد Zyrtec قبل الاكل ولا بعده؟ ضروري جدًا,هل يمكن أتناول Zyrtec قبل الاكل ولا بعده؟ ضروري جدًا,dosage,Zyrtec
اخدت اسبرين وحاسس بتعب لو سمحت,تناولت Aspirin وحاسس بتعب لو سمحت,side_effects,Aspirin
هل في مشكلة لو اخدت Paracetamol و Cataflam مع بعض؟ عشان تعبان,هل في مشكلة لو تناولت Paracetamol و Cataflam مع بعض؟ عشان تعبان,interaction,Paracetamol|Cataflam
هل باراسيتامول خطر لمرضى الضغط؟ لو سمحت,هل Paracetamol خطر لمرضى الضغط؟ لو سمحت,contraindication,Paracetamol
هل كونجستول يقلل مفعول Aspirin؟ ضروري,هل Congestal يقلل مفعول Aspirin؟ ضروري,interaction,Congestal|Aspirin
بعد ما اخدت البروفين حسيت بدوخة محتاج أعرف,بعد ما تناولت الBrufen حسيت بدوخة محتاج أعرف,side_effects,Brufen
هل Brufen يسبب دوخة؟ أنا قلقان,هل Brufen يسبب دوخة؟ أنا قلقان,side_effects,Brufen
بعد ما اخدت بنادوول حسيت بدوخة بعد إذنك,بعد ما تناولت Panadol حسيت بدوخة بعد إذنك,side_effects,Panadol
البروفين ممكن يعمل تعب في المعدة؟,الBrufen ممكن يعمل تعب في المعدة؟,side_effects,Brufen
هل كتافلام ممنوع مع الرضاعة؟ عايز رد سريع,هل Cataflam ممنوع مع الرضاعة؟ عايز رد سريع,contraindication,Cataflam
لو خدت كتافلام وبعده باراسيتامول يحصل مشكلة؟ لو سمحت,لو خدت Cataflam وبعده Paracetamol يحصل مشكلة؟ لو سمحت,interaction,Cataflam|Paracetamol
ينفع اخد Amoxicillin مع Aspirin؟ عشان تعبان,هل يمكن أتناول Amoxicillin مع Aspirin؟ عشان تعبان,interaction,Amoxicillin|Aspirin
في اعراض خطيرة من Flagyl؟,في اعراض خطيرة من Flagyl؟,side_effects,Flagyl
اخدت Amoxicillin ينفع بعدها Congestal؟ بجد,تناولت Amoxicillin هل يمكن بعدها Congestal؟ بجد,interaction,Amoxicillin|Congestal
ينفع اكرر كونجستول كل كام ساعة؟ ممكن تساعدني,هل يمكن اكرر Congestal كل ما ساعة؟ ممكن تساعدني,dosage,Congestal
هل Paracetamol آمن للرضاعة؟ ضروري,هل Paracetamol آمن للرضاعة؟ ضروري,contraindication,Paracetamol
هل Aspirin خطر على القلب؟,هل Aspirin خطر على القلب؟,contraindication,Aspirin
الجرعة كام ل بروفين؟ بجد,الجرعة ما ل Brufen؟ بجد,dosage,Brufen
